,A,B,C,D,E
2025-07-01,-0.040008553163994195,0.0,0.0,0.001974522033552957,-0.005323569151522478
2025-07-02,0.028770488548435107,0.0,0.0,-0.002600797276026714,0.0037461784420414813
2025-07-03,0.0037052142897612437,0.0,0.04021757731095796,0.009619793996529288,0.011573466326890327
2025-07-04,0.0,0.0,0.0,0.0,0.0
2025-07-07,0.0030707973146813783,0.0,0.0,-0.004033292177408146,-0.01091779432040807
2025-07-08,-0.012942847994603773,0.0,0.0,0.0012254583343868065,0.011710839475728018
2025-07-09,0.02443072395286569,0.0,0.0,-0.0015458205982289471,0.003679832213673051
2025-07-10,0.00852840716491569,0.0,-0.0009732447465618608,0.00040542932459088836,0.004338158846354734
2025-07-11,-0.002829928911032625,0.0,0.0,-0.005123446340091034,-0.0011602167954654075
2025-07-14,0.0334517731534214,0.0,0.0,0.005547549676323941,0.010777564056614276
2025-07-15,-0.012903370740965796,0.0,0.0,-0.006801197664469871,0.0
2025-07-16,0.015310542950433808,0.0,0.0,0.0055467235760044515,0.0
2025-07-17,0.01409005131241276,0.0,0.0,0.006610199009983914,0.0
2025-07-18,0.001119542585327177,0.0,0.0,-0.0014113644696854186,0.0
2025-07-21,-0.017325678443746113,0.0,0.0,-0.00292004065609449,0.0
2025-07-22,-0.023430787652698598,0.0,0.0,0.008766143241832662,0.0
2025-07-23,0.0485763625247964,0.0,0.0,0.010782530817980172,0.0
2025-07-24,-0.001465341350956378,0.0,-0.0007390216866803891,-0.00517443491988982,0.0
2025-07-25,0.017679927805649635,0.0,0.0,0.00533332264621988,0.0
2025-07-28,0.0012116082119976558,0.0,0.0,-0.0053325985615716425,0.0
2025-07-29,-0.009405175417796069,0.0,0.0,-0.0011978397209472696,0.0
2025-07-30,0.011473917941715744,0.0,0.0,-0.004289705721063592,0.0
2025-07-31,-0.004577421094250906,0.0,0.0,-0.006197950939574077,0.0
2025-08-01,-0.010471785464024923,0.0,-0.0028698994166178743,-0.005468541281224032,0.0
2025-08-04,0.01953247077593711,0.0,0.0,0.00870689765372789,0.0
2025-08-05,0.003801215083128112,0.0,-0.003650604280410816,-0.0029591472656930714,0.0
2025-08-06,0.009076921322258453,0.0,0.013335847145634716,0.0016524694843744734,0.0
2025-08-07,0.00825135556264362,0.0,0.0,0.003901176530164073,0.0
2025-08-08,0.014479665215252919,0.0,-0.10802685474085053,-0.0029869409230455614,0.0
2025-08-11,-0.005390388601442147,0.0,0.10516328250715154,-0.00346890274448674,0.0
2025-08-12,0.013603156489776586,0.0,0.0,0.004243150102587478,0.0
2025-08-13,-0.02247976872658633,0.0,0.0,0.004648438988227362,0.0
2025-08-14,-0.005318985700308426,0.0,0.0,-0.0029288796071349427,0.0
2025-08-15,-0.0063841519770000245,0.0,0.0,0.005756631903829352,0.0
2025-08-18,0.006326766338869322,0.0,0.0,-0.00039321934012863613,0.0
2025-08-19,-0.04133942760134506,0.0,0.0,0.0005264404492199561,0.0
2025-08-20,-0.00534876673119738,0.0,0.0,0.010904775603442449,0.0
2025-08-21,-0.0010171579054092659,0.0,0.0,-0.0004042568915131138,0.0
2025-08-22,0.01242984280756369,-0.0020053412717590206,0.0,0.01836240747610151,0.0
2025-08-25,-2.306395197740319e-05,-0.005398605150321313,0.0,-0.00623836306390999,0.0
2025-08-26,0.02086647070871787,-0.01565485113265499,0.0,-0.004131350676397203,0.0
2025-08-27,-0.015229331275373187,-0.01506648663887904,0.06530449309423585,0.0024093038495760764,0.0
2025-08-28,0.013391710068111656,0.003647492242214234,0.0,-0.0018089818799684916,0.0
2025-08-29,-0.016033862659582915,-0.003876372511603421,0.01597097868066142,0.00557813866998557,0.0
2025-09-01,0.0,0.0,0.0,0.0,0.0
2025-09-02,-0.014066956435531025,-0.002487706102505505,0.0,0.001050727319344556,0.0
2025-09-03,0.004304624170563448,0.01738534782309553,0.0,-0.0004072329429021129,0.0
2025-09-04,0.027508022751561917,0.0,0.0,0.00682292076712696,0.0
2025-09-05,-0.009882680642324676,0.0,0.0,0.003877010302311967,0.0
2025-09-08,0.044084571627641275,0.0,0.0,0.0008597945222716029,0.0
2025-09-09,0.013655628564510075,0.0,0.0,-0.00160476019299872,0.0
2025-09-10,0.022791129428278205,0.0,0.0,0.00038329874214325377,0.0
2025-09-11,-0.0011832631736247209,0.0,0.013549200061351196,0.016779522446915888,0.0
2025-09-12,0.0018812555131785425,0.0,0.007274247215879041,-0.00705664224661021,0.0
2025-09-15,0.019332437272480258,0.0,0.0,-0.0020098346345545867,0.0
2025-09-16,-0.00046988785895821206,0.0,0.0,0.0007165106437766181,0.0
2025-09-17,-0.0027509123534999623,0.0,0.0,0.004232190629941809,0.0
2025-09-18,0.02456030638972308,0.0,0.0,-0.0008083270634715964,0.0
2025-09-19,0.01025099102380526,0.0,0.0,-0.004628034411999857,0.0
2025-09-22,0.010327732426560992,0.0,0.0,-0.00023056806161922367,0.0
2025-09-23,-0.0029363914298602906,0.0,0.0,0.003167869604429206,0.0
2025-09-24,-0.021535791139853384,0.0,0.0,-0.0038027833750612855,0.0
2025-09-25,-0.004221922954295981,0.0,0.0,-0.004328304428994183,0.0
2025-09-26,0.0048620038892272345,0.0,0.0,0.008511530887238447,0.0
2025-09-29,0.03716471278645736,0.0,0.0,0.011216365308790228,0.0
2025-09-30,0.029240318598141794,0.0,0.0,0.006520444860083001,0.0
2025-10-01,0.03283593085845681,0.0,0.0,-0.004892351347480594,-0.004931838743677029
2025-10-02,0.004037288631165453,0.0,0.0,0.0010416019082535553,-0.010263940155596174
2025-10-03,-0.013056455159590558,0.0,0.0,0.0006828072308706152,-0.018828727584889515
2025-10-06,-0.01705187551623258,0.0,0.0,-0.001775637598510048,0.008389438801374993
2025-10-07,-0.024519169187922612,0.0,-0.0002722362829261152,0.0006479988262448874,0.011169355941254233
2025-10-08,0.02454637707380742,0.0,0.0,0.0003728713271968579,0.006154627408333058
2025-10-09,-0.006281466499969729,0.0,0.0,-0.005869277644443703,0.011300425336990605
2025-10-10,-0.04826946167882083,0.0,0.0,-0.015079780631528985,0.012351968222135579
2025-10-13,0.03127944572618144,0.0,0.0,0.011908923416967757,0.01979778557834598
2025-10-14,-0.023083230679183147,0.0,0.0,0.007280059875384609,-0.003922646897160782
2025-10-15,0.006342551673634705,0.0,0.0,0.002075913845519965,0.0025293608018945126
2025-10-16,0.003945215095584603,0.0,0.0,-0.010196083913789202,0.010328091241062634
2025-10-17,-0.0036998400722836385,0.0,-0.005952380952380954,0.005653995414925722,-0.0027198279484278074
2025-10-20,0.0015052416379178037,0.0,0.0,0.008848207196322526,0.017235998128801572
2025-10-21,-0.006292493895010437,0.0,0.0,0.002549230922012978,0.004657769887217629
2025-10-22,-0.026306073152056603,0.0,0.0,-0.003143356199224935,-0.010359389359287263
2025-10-23,0.04558836406857937,0.0,0.0,0.008721893216569764,0.013506664107918733
2025-10-24,0.0684721450732527,0.0,0.0,0.011970457442599777,0.008882528775655799
2025-10-27,0.02102936195544744,0.0,0.0,0.0008701408048512465,0.011267055101591724
2025-10-28,0.0006933143287849388,0.0,0.0,-0.007862506450157425,-0.006765097083452594
2025-10-29,0.054904304464737305,0.0,0.0,-0.009359415194747752,-0.0026608226327449933
2025-10-30,-0.0313225442414004,0.0,-0.005952380952380954,-0.00345711886550201,0.0032073604547525245
2025-10-31,0.0096571914650386,0.0,0.013823890906549278,0.0017063583961079054,-0.0014156663837180394
2025-11-03,0.009592165010658177,0.0,0.0,-0.002628116603545395,0.008083190699885353
2025-11-04,-0.04635415110949808,0.0,-0.02151513829952218,-0.0012614122127127467,0.004310650076563451
2025-11-05,0.07896824229491807,0.0,-0.017832108569589854,0.006606445976497638,0.0
2025-11-06,-0.02464661355131373,0.0,0.0,-0.007849228930521222,-0.0020993427450650692
2025-11-07,0.013388053685548823,0.0,0.0,0.01072918451987612,0.01799894965622606
2025-11-10,0.03986388186639588,0.031162765495575926,0.0,0.0077792972792817185,0.003903715509687933
2025-11-11,-0.02180648191799675,-0.007818622230666117,0.0,0.0029036255677473057,0.0050319263576548146
2025-11-12,0.004582298401268487,0.00839002077083668,0.0,-0.0017026468694759226,-0.006827402954254769
2025-11-13,-0.0812968458067826,-0.05810434460922628,0.0,-0.00791078533930053,-0.01558212534266512
2025-11-14,0.018987722210646325,0.00876996307529536,0.0,-0.0008415481061964269,-0.014337362433332963
2025-11-17,0.02187439715947545,-0.007605814254255306,0.0,-0.0072204877507653815,-0.011752022721957023
2025-11-18,-0.040259317565243265,-0.018966181947087612,0.0,0.001160795000557165,-0.0062696944530835075
2025-11-19,0.02131552805976426,0.002227293978724187,0.0,0.0006655866281202746,-0.004934600437905075
2025-11-20,-0.12140983953296834,-0.038233197736272116,-0.017363113091107628,-0.017232618709250493,-0.003930145479114318
2025-11-21,0.025286417006168578,0.011343367185819119,0.0,0.012641966201088933,0.03973748072630379
2025-11-24,0.10687628149341397,0.0077808222172063065,0.0,0.016956865261543035,0.016137614006166184
2025-11-25,0.0018421247845875788,0.03470975199094653,0.0,0.0006873319063980002,0.02839618462978266
2025-11-26,0.02251465105383003,0.006667008269951657,0.0,0.009268488630788012,-3.6652069311802257e-05
2025-11-27,0.0,0.0,0.0,0.0,0.0
2025-11-28,0.034094269793959284,6.26499025635937e-05,0.0,-0.0023675037479459608,0.013127554396195765
2025-12-01,-0.01758038904952331,-0.008837337661109968,0.0,-0.008888946027309996,-0.004847201713210274
2025-12-02,-0.021888267282561463,-0.003374074268766747,0.0,-0.0044068459087103894,0.004189742503464359
2025-12-03,-0.02691867369060113,0.0,0.0,-0.0036873616157531925,0.008925814962060963
2025-12-04,0.04173173998459973,0.0,0.0,-0.00038133779768598295,0.005363321645184401
2025-12-05,0.045172725238884395,0.0,0.0,-0.003956735947791359,-0.0027070269558869264
2025-12-08,0.017833728528974684,0.0,0.0,-0.001328051822421609,-0.0032646825828625894
2025-12-09,0.007179023804722656,0.0,0.0,-0.005201351666485197,-0.006228335071798578
2025-12-10,0.05004934943984613,0.0,0.0,0.001661251420958348,0.006600976340896699
2025-12-11,0.018357149400725876,0.0,0.0,0.005544424473071539,0.013583584627729128
2025-12-12,-0.09337351444602876,0.0,0.0,0.00167788987988386,-0.007735745842061936
2025-12-15,-0.007383278376391128,0.0,0.0,0.0021126835542669767,0.00020427356584210946
2025-12-16,-0.003421286049487043,0.0,0.0,-0.00453283684171723,-0.006691531522143006
2025-12-17,-0.022844577379750614,0.0,0.0,-0.00545518271828641,0.002737866278230916
2025-12-18,0.06379104463398838,-0.006810309917845947,0.0,0.0021467006645878722,0.006926008739207533
2025-12-19,0.06053896723980622,0.007549119451722385,0.0,0.00660350544070738,0.000666992457665864
2025-12-22,0.006716377480917218,0.01685031514346671,0.0,0.004347615225688529,0.0089404732203802
2025-12-23,0.003096464301432617,-0.013793275786502357,0.0,-0.004437151640292564,-0.0027127488501871855
2025-12-24,0.019655615242085384,0.005473690631564087,0.0,0.006846225734576696,0.004190472387195887
2025-12-25,0.0,0.0,0.0,0.0,0.0
2025-12-26,-0.0013226557792644753,-0.014241884316284682,0.0,-0.004936483177413655,0.004418471666226813
2025-12-29,-0.012859295758989813,-0.0008438291154746928,0.0,-0.0023721194436525286,-0.008491467556193899
2025-12-30,-0.01039645082813479,-0.0002415647512370226,0.0,-0.003658498962609437,-0.004590575912355249
2025-12-31,-0.016598939676417374,0.0,0.0,-0.007134004698913622,-0.0050387280812160444
2026-01-01,0.0,0.0,0.0,0.0,0.0
2026-01-02,0.08892167007793236,0.0,0.0,0.0006733702596417136,0.005146659014894713
2026-01-05,-0.016434431023738722,0.0,0.0,0.011431989138386325,0.021395618666313492
2026-01-06,0.1590762096978043,0.0,0.0,0.005384915566571733,0.019918778323753623
2026-01-07,-0.03373680452682542,0.0,0.0,-0.004567132252530269,-0.007409358925192529
2026-01-08,-0.06874615927774386,0.0,0.0,0.012790892945956213,0.021258509013483844
2026-01-09,0.0507799018246505,0.0,0.0,0.0036407219754599966,-0.0026527525385421223
2026-01-12,0.024441033069961697,0.0,0.0,0.0037747536771281323,9.251201633360129e-05
2026-01-13,0.021094628968824476,0.0,0.0,-0.00436823001800159,0.0032310309539144155
2026-01-14,-0.011432060108304404,0.0,0.0,-0.00027337152287349874,0.0043691827571719745
2026-01-15,0.017468003718561182,0.0,0.0,0.00223706635638817,0.013428773057877263
2026-01-16,-0.010479208710798599,0.0,0.0,-0.00731128125636551,-0.0021781935997322367
2026-01-19,0.0,0.0,0.0,0.0,0.0
2026-01-20,0.03638719777650738,0.0,0.0,-0.010571733471444869,-0.012519688677940243
2026-01-21,0.03422765714548836,0.0,0.0,0.013854923661990301,0.0
2026-01-22,0.00469647560182353,0.0,0.0,0.0036334623291096936,0.0
2026-01-23,-0.029388643476280656,0.0,0.025761823994644533,0.00407218300623543,0.0
2026-01-26,-0.009752004338878023,0.0,0.0,0.0016545849156724152,0.0
2026-01-27,0.060401279703413996,0.0,0.0,-0.0010226104565411102,0.0
2026-01-28,0.06037458224556142,0.0,0.02944563627068795,-0.002325993931049142,0.0
2026-01-29,-0.02503334790544563,0.0,0.0,-0.001742108164405919,0.0
2026-01-30,-0.003117452149624428,0.0,0.07077273853867887,-0.004113299237344201,0.0
2026-02-02,0.08187046353433196,0.0,0.052448398158829006,0.0018632475925358287,0.0
2026-02-03,0.03218994889761137,0.0,0.0,-0.01212721500868084,0.0
2026-02-04,-0.015245614083254401,0.0,0.004512023075079341,0.0004816861480730595,0.0
2026-02-05,0.04485121298401735,-0.002528458491356278,0.0,-0.010033333835631023,0.0
2026-02-06,-0.012562562075383532,0.0183394326295063,0.009108839858433741,0.023027468408623724,0.0
2026-02-09,-0.013360544641088271,-0.0006214688373106906,0.0,0.0016253113575658493,0.0
2026-02-10,-0.0011308387352595897,-0.013134504861047992,0.0,-0.002773434697041286,0.0
2026-02-11,0.01217712881284135,0.029567880342551468,0.0,-0.005876868053487556,0.0
2026-02-12,0.056512324958258385,0.020843749676390733,0.0,-0.005350673898534194,0.0
2026-02-13,0.01179806808642538,-0.01000609674784141,-0.0014124871613108332,0.015113971703835388,0.0
2026-02-16,0.0,0.0,0.0,0.0,0.0
2026-02-17,-0.0255348321514725,0.015540961078117931,0.0,0.001516529388149888,0.0
2026-02-18,0.009559182077679492,-0.003453211092770181,0.0,0.009154621571127543,0.0
2026-02-19,0.029278337707483247,0.013621993764273043,0.0,-0.0005174363869957037,0.0
2026-02-20,-0.007064617622038119,0.01099117317745879,0.0,0.006167358702777481,0.0
2026-02-23,0.033203276640032496,-0.010729923516953056,0.0,-0.001984883378570751,0.0
2026-02-24,-0.03425221196048777,0.025995345062513487,0.0,0.0044918005736644335,0.0
2026-02-25,-0.01132801375147954,0.0014396580516697452,0.0,0.004904082356355461,0.0
2026-02-26,0.0011891144517060057,0.00047519118787215894,0.0,0.01089026124068401,0.0
2026-02-27,0.03829711944038698,-0.012421780019983775,0.0,0.0072666908775372565,0.0
2026-03-02,0.019247680982305455,0.0,0.0,0.0027491125084567335,0.0
2026-03-03,-0.000649009599127226,0.0,0.0,-0.005953733248636366,0.0
2026-03-04,-0.019684597947582087,0.012150860739933966,0.0,0.0029053347980457548,0.0
2026-03-05,0.023283466618931433,0.01911049641182394,0.0,-0.005730029189487023,0.0
2026-03-06,0.07208090992006119,0.004119626320136959,0.0,-0.008124069131302694,0.016753943632744576
2026-03-09,-0.0299332764328821,-0.012305354316549222,0.0,0.006658458422645442,-0.014443062350326922
2026-03-10,0.057392925951207104,-0.02520117745022519,0.0,-0.00019427356653574048,-0.014976309769790253
2026-03-11,-0.02463074461513767,-0.012945546594249492,0.0,-0.0021196451730621513,0.0067998763168817256
2026-03-12,0.027515179026631673,-0.021926550588263982,0.0,-0.007391542995215131,-0.016286220184373017
2026-03-13,0.02729660753382943,-0.0010308954711187427,0.0,0.000836313157458818,0.008754306484150357
2026-03-16,-0.03428416380378019,0.0,0.0,0.007528084798740724,0.008999002150665106
2026-03-17,0.007038366277509742,0.0,0.0,0.0020628389709019036,0.00421314525607767
2026-03-18,0.07315818950802763,0.0,0.0,-0.012229608802204426,-0.01983330432563526
2026-03-19,0.0047059482836963006,0.0,0.0,0.004789272619445193,-0.0169666695879796
2026-03-20,0.021738804164048504,-0.0008749296471043836,0.0,-0.011078425650144611,-0.012324964665892585
2026-03-23,-0.030432258517058056,0.01734775308907419,0.0,0.006465587537315085,0.0040318051291722
2026-03-24,0.035356413876448306,0.02133868332637243,0.0,0.0034937491316598874,0.006333538793738713
2026-03-25,-0.015672285067435256,0.028540621695384228,0.0,0.0026253902058587094,0.02183357438416278
2026-03-26,0.004258624218030423,-0.05594772150724829,0.0,0.0003838095702623931,7.331530289617083e-06
2026-03-27,0.07160030373550849,0.006319189991914586,0.0,-0.011622811946208646,-0.007839746370683909
2026-03-30,-0.040283660162572045,-0.06256265159879662,0.0,-0.0065602711540496015,-0.011243728881422497
2026-03-31,-0.03434561080749872,0.0644313845993449,-0.062493532912793165,0.03896931229909154,0.014991074584601694
2026-04-01,0.020779220159308852,0.029454624233287496,0.0,0.014287801106114665,0.009172077628141715
2026-04-02,0.04571571385539019,-0.007704432696297793,0.0,0.003699094874059093,-0.0011280945252518343
2026-04-03,0.0,0.0,0.0,0.0,0.0
2026-04-06,-0.00938283703625123,0.0034469686746842585,0.0,0.008840220972465125,0.0013765615340566306
2026-04-07,0.015164392338817006,-0.00599383807957199,0.0,-0.002479912330118437,-0.0027561548640299455
2026-04-08,0.07382234018883053,0.02100657084504325,0.0,0.01980575317550474,0.02734406814767078
2026-04-09,0.009766752172583886,0.03673861045499152,0.0,-0.01342106793587365,0.06293409803601896
2026-04-10,0.021492761944537482,0.004497617926986707,0.0,-0.009110797322538252,-0.022402614595745052
2026-04-13,0.010271360849327444,0.0010429123581670915,0.0,0.016601293278060116,0.005687897473114378
2026-04-14,0.005553481873594229,0.0,0.0,-0.0008632103906671721,0.003263828023863047
2026-04-15,-0.013755128156622947,0.0,0.0,-0.005754304418977471,0.004717333086161402
2026-04-16,0.030322329266900212,0.0,0.0,0.005657533005111288,-0.008981582676460487
2026-04-17,0.012732282637143915,0.0,0.0,0.005379713737975764,0.008767517311305206
2026-04-20,0.00031854506387755683,0.0,0.0,0.00441700446374921,0.0054567773310674195
2026-04-21,-0.02574970314827741,0.0,0.0,-0.008009218242090397,-0.03449752208562584
2026-04-22,0.022829278228560464,0.0,0.0,-0.002878927403995438,-0.0031105651192575023
2026-04-23,-0.003293042455375988,0.0,0.0,0.0051888558550404655,0.0042965200181830365
2026-04-24,0.016023001690391496,0.0,-0.004121677113086145,-0.005450093125894606,0.0071073249204473
2026-04-27,0.010850200639336722,0.0,0.0,0.0013810814840774137,0.0009961250623509166
2026-04-28,-0.04317566007007657,0.0,0.0,-0.002137231659200382,-0.002370032982845105
2026-04-29,0.03452872553462795,0.0,0.0,-0.004065487344864041,-0.018720264266031683
2026-04-30,0.054183466976136914,0.0,0.0,0.013811163118117815,0.018011657374293888
2026-05-01,0.028414775389424225,0.0,0.0,-0.002774190884707929,-0.006801133388627291
2026-05-04,0.01849514065702091,0.0,0.0,-0.005986663021610252,-0.00769217535554606
2026-05-05,0.03516215589280575,0.0,0.0,0.007305586184505054,0.0355576394296469
2026-05-06,0.010091479148658994,0.0,0.0,0.008538408045979322,0.011025263435231284
2026-05-07,-0.04016653539533115,0.0,0.025113345311315316,0.0020381162892031584,-0.015807022475563093
2026-05-08,0.07760537151724102,0.0,0.08098975807862227,-0.00452154259669613,0.040698049734729715
2026-05-11,0.07194451977424625,0.0,0.0,-0.00625716451770716,-0.008059342337461325
2026-05-12,-0.04071960013016637,0.0,0.0,0.008445608079920073,-0.00545643472654254
2026-05-13,0.023929445915725708,0.0,0.0,-0.006564695546621742,-0.009061839503085032
2026-05-14,-0.030765290309147222,0.0,0.0,0.001726449993483199,0.002235579360848061
2026-05-15,-0.006002463901448266,0.0,0.0,-0.0007520869821283165,-0.009428551395659207
2026-05-18,-0.04547824156965927,0.0,0.0,0.00590999596613669,0.0193875221149261
2026-05-19,0.012151348584509933,0.0,0.0,-0.0035703963330783748,-0.0014787171790012071
2026-05-20,-0.010497409038898679,0.0,0.0,0.014289422917063924,0.007045358451708089
2026-05-21,0.018191196720390018,0.0,0.0,-0.0011867225001834561,0.004082226028442479
2026-05-22,-0.0037133602046502314,0.0,0.0,0.007718967160690274,0.005079430093369003
2026-05-25,0.012463151098978761,0.0,0.0,0.0,-0.004161112275650922
2026-05-26,-0.000125,0.0,0.0,0.00022428825911858749,0.0
2026-05-27,-0.009561340163060475,0.0,0.0,0.0007453995586061709,0.003486944311691209
2026-05-28,-0.015563098293228753,0.0,0.0,-0.004298554116599077,-0.006212135974391464
2026-05-29,-0.0046986090760921225,0.0,0.0,-0.00559864457629338,-0.008827650808206156
2026-06-01,0.04433271688398494,0.0,0.0,-4.411376142995845e-05,-0.0036435246624340724
